case_id,activity,lifecycle,timestamp,event_idx,delta_prev_seconds,delta_start_seconds,delta_next_seconds,user_id,item_id
186511,A_SUBMITTED,COMPLETE,2011-11-17 16:56:36.304000+00:00,0,0.0,0.0,0.163,4116,10
186511,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 16:56:36.467000+00:00,1,0.163,0.163,38.379,4116,7
186511,A_PREACCEPTED,COMPLETE,2011-11-17 16:57:14.846000+00:00,2,38.379,38.542,1139.831,4116,8
186511,A_ACCEPTED,COMPLETE,2011-11-17 17:16:14.677000+00:00,3,1139.831,1178.373,24.146,4116,1
186511,A_FINALIZED,COMPLETE,2011-11-17 17:16:38.823000+00:00,4,24.146,1202.519,-0.0,4116,6
186511,O_SELECTED,COMPLETE,2011-11-17 17:16:38.823000+00:00,5,0.0,1202.519,1.009,4116,15
186511,O_CREATED,COMPLETE,2011-11-17 17:16:39.832000+00:00,6,1.009,1203.528,0.027,4116,13
186511,O_SENT,COMPLETE,2011-11-17 17:16:39.859000+00:00,7,0.027,1203.555,1.938,4116,16
186511,W_Completeren aanvraag,COMPLETE,2011-11-17 17:16:41.797000+00:00,8,1.938,1205.493,276.851,4116,20
186511,W_Nabellen offertes,COMPLETE,2011-11-17 17:21:18.648000+00:00,9,276.851,1482.344,609990.125,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-24 18:47:48.773000+00:00,10,609990.125,611472.469,162020.816,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-26 15:48:09.589000+00:00,11,162020.816,773493.285,221220.649,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-29 05:15:10.238000+00:00,12,221220.649,994713.934,11803.588,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-29 08:31:53.826000+00:00,13,11803.588,1006517.522,27369.865,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-29 16:08:03.691000+00:00,14,27369.865,1033887.387,3450.913,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-29 17:05:34.604000+00:00,15,3450.913,1037338.3,86868.488,4116,22
186511,W_Nabellen offertes,COMPLETE,2011-11-30 17:13:23.092000+00:00,16,86868.488,1124206.788,61858.696,4116,22
186511,O_SENT_BACK,COMPLETE,2011-12-01 10:24:21.788000+00:00,17,61858.696,1186065.484,1.619,4116,17
186511,W_Nabellen offertes,COMPLETE,2011-12-01 10:24:23.407000+00:00,18,1.619,1186067.103,346023.021,4116,22
186511,W_Valideren aanvraag,COMPLETE,2011-12-05 10:31:26.428000+00:00,19,346023.021,1532090.124,11824.371,4116,23
186511,W_Valideren aanvraag,COMPLETE,2011-12-05 13:48:30.799000+00:00,20,11824.371,1543914.495,11465.382,4116,23
186511,A_ACTIVATED,COMPLETE,2011-12-05 16:59:36.181000+00:00,21,11465.382,1555379.877,-0.0,4116,2
186511,A_APPROVED,COMPLETE,2011-12-05 16:59:36.181000+00:00,22,0.0,1555379.877,-0.0,4116,3
186511,A_REGISTERED,COMPLETE,2011-12-05 16:59:36.181000+00:00,23,0.0,1555379.877,-0.0,4116,9
186511,O_ACCEPTED,COMPLETE,2011-12-05 16:59:36.181000+00:00,24,0.0,1555379.877,7.158,4116,11
186511,W_Valideren aanvraag,COMPLETE,2011-12-05 16:59:43.339000+00:00,25,7.158,1555387.035,0.0,4116,23
186514,A_SUBMITTED,COMPLETE,2011-11-17 17:03:02.450000+00:00,0,0.0,0.0,0.272,4117,10
186514,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:03:02.722000+00:00,1,0.272,0.272,1502.979,4117,7
186514,A_DECLINED,COMPLETE,2011-11-17 17:28:05.701000+00:00,2,1502.979,1503.251,3.304,4117,5
186514,W_Afhandelen leads,COMPLETE,2011-11-17 17:28:09.005000+00:00,3,3.304,1506.555,0.0,4117,18
186517,A_SUBMITTED,COMPLETE,2011-11-17 17:07:26.986000+00:00,0,0.0,0.0,0.157,4118,10
186517,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:07:27.143000+00:00,1,0.157,0.157,2703.415,4118,7
186517,A_DECLINED,COMPLETE,2011-11-17 17:52:30.558000+00:00,2,2703.415,2703.572,2.74,4118,5
186517,W_Afhandelen leads,COMPLETE,2011-11-17 17:52:33.298000+00:00,3,2.74,2706.312,0.0,4118,18
186520,A_SUBMITTED,COMPLETE,2011-11-17 17:10:32.194000+00:00,0,0.0,0.0,0.211,4119,10
186520,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:10:32.405000+00:00,1,0.211,0.211,33.472,4119,7
186520,A_DECLINED,COMPLETE,2011-11-17 17:11:05.877000+00:00,2,33.472,33.683,0.0,4119,5
186523,A_SUBMITTED,COMPLETE,2011-11-17 17:12:15.827000+00:00,0,0.0,0.0,0.1,4120,10
186523,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:12:15.927000+00:00,1,0.1,0.1,32.702,4120,7
186523,A_PREACCEPTED,COMPLETE,2011-11-17 17:12:48.629000+00:00,2,32.702,32.802,7776.06,4120,8
186523,A_ACCEPTED,COMPLETE,2011-11-17 19:22:24.689000+00:00,3,7776.06,7808.862,246.164,4120,1
186523,A_FINALIZED,COMPLETE,2011-11-17 19:26:30.853000+00:00,4,246.164,8055.026,-0.0,4120,6
186523,O_SELECTED,COMPLETE,2011-11-17 19:26:30.853000+00:00,5,0.0,8055.026,1.188,4120,15
186523,O_CREATED,COMPLETE,2011-11-17 19:26:32.041000+00:00,6,1.188,8056.214,0.042,4120,13
186523,O_SENT,COMPLETE,2011-11-17 19:26:32.083000+00:00,7,0.042,8056.256,1.972,4120,16
186523,W_Completeren aanvraag,COMPLETE,2011-11-17 19:26:34.055000+00:00,8,1.972,8058.228,101.929,4120,20
186523,O_CANCELLED,COMPLETE,2011-11-17 19:28:15.984000+00:00,9,101.929,8160.157,-0.0,4120,12
186523,O_SELECTED,COMPLETE,2011-11-17 19:28:15.984000+00:00,10,0.0,8160.157,1.81,4120,15
186523,O_CREATED,COMPLETE,2011-11-17 19:28:17.794000+00:00,11,1.81,8161.967,0.03,4120,13
186523,O_SENT,COMPLETE,2011-11-17 19:28:17.824000+00:00,12,0.03,8161.997,1.242,4120,16
186523,W_Nabellen offertes,COMPLETE,2011-11-17 19:28:19.066000+00:00,13,1.242,8163.239,605973.056,4120,22
186523,W_Nabellen offertes,COMPLETE,2011-11-24 19:47:52.122000+00:00,14,605973.056,614136.295,326421.707,4120,22
186523,W_Nabellen offertes,COMPLETE,2011-11-28 14:28:13.829000+00:00,15,326421.707,940558.002,97607.428,4120,22
186523,W_Nabellen offertes,COMPLETE,2011-11-29 17:35:01.257000+00:00,16,97607.428,1038165.43,657.672,4120,22
186523,W_Nabellen offertes,COMPLETE,2011-11-29 17:45:58.929000+00:00,17,657.672,1038823.102,606518.214,4120,22
186523,A_CANCELLED,COMPLETE,2011-12-06 18:14:37.143000+00:00,18,606518.214,1645341.316,-0.0,4120,4
186523,O_CANCELLED,COMPLETE,2011-12-06 18:14:37.143000+00:00,19,0.0,1645341.316,3.053,4120,12
186523,W_Nabellen offertes,COMPLETE,2011-12-06 18:14:40.196000+00:00,20,3.053,1645344.369,0.0,4120,22
186526,A_SUBMITTED,COMPLETE,2011-11-17 17:12:40.591000+00:00,0,0.0,0.0,0.149,4121,10
186526,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:12:40.740000+00:00,1,0.149,0.149,4086.097,4121,7
186526,A_DECLINED,COMPLETE,2011-11-17 18:20:46.837000+00:00,2,4086.097,4086.246,3.037,4121,5
186526,W_Afhandelen leads,COMPLETE,2011-11-17 18:20:49.874000+00:00,3,3.037,4089.283,0.0,4121,18
186529,A_SUBMITTED,COMPLETE,2011-11-17 17:17:30.046000+00:00,0,0.0,0.0,0.107,4122,10
186529,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:17:30.153000+00:00,1,0.107,0.107,422.407,4122,7
186529,A_DECLINED,COMPLETE,2011-11-17 17:24:32.560000+00:00,2,422.407,422.514,2.921,4122,5
186529,W_Afhandelen leads,COMPLETE,2011-11-17 17:24:35.481000+00:00,3,2.921,425.435,0.0,4122,18
186532,A_SUBMITTED,COMPLETE,2011-11-17 17:17:31.337000+00:00,0,0.0,0.0,0.109,4123,10
186532,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:17:31.446000+00:00,1,0.109,0.109,35.693,4123,7
186532,A_DECLINED,COMPLETE,2011-11-17 17:18:07.139000+00:00,2,35.693,35.802,0.0,4123,5
186535,A_SUBMITTED,COMPLETE,2011-11-17 17:17:36.852000+00:00,0,0.0,0.0,0.159,4124,10
186535,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:17:37.011000+00:00,1,0.159,0.159,698.929,4124,7
186535,A_PREACCEPTED,COMPLETE,2011-11-17 17:29:15.940000+00:00,2,698.929,699.088,1.076,4124,8
186535,W_Afhandelen leads,COMPLETE,2011-11-17 17:29:17.016000+00:00,3,1.076,700.164,7364.851,4124,18
186535,W_Completeren aanvraag,COMPLETE,2011-11-17 19:32:01.867000+00:00,4,7364.851,8065.015,81437.417,4124,20
186535,W_Completeren aanvraag,COMPLETE,2011-11-18 18:09:19.284000+00:00,5,81437.417,89502.432,611.634,4124,20
186535,W_Completeren aanvraag,COMPLETE,2011-11-18 18:19:30.918000+00:00,6,611.634,90114.066,60068.464,4124,20
186535,A_CANCELLED,COMPLETE,2011-11-19 11:00:39.382000+00:00,7,60068.464,150182.53,1.933,4124,4
186535,W_Completeren aanvraag,COMPLETE,2011-11-19 11:00:41.315000+00:00,8,1.933,150184.463,0.0,4124,20
186538,A_SUBMITTED,COMPLETE,2011-11-17 17:20:24.793000+00:00,0,0.0,0.0,0.126,4125,10
186538,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:20:24.919000+00:00,1,0.126,0.126,34.088,4125,7
186538,A_DECLINED,COMPLETE,2011-11-17 17:20:59.007000+00:00,2,34.088,34.214,0.0,4125,5
186541,A_SUBMITTED,COMPLETE,2011-11-17 17:23:53.926000+00:00,0,0.0,0.0,0.173,4126,10
186541,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:23:54.099000+00:00,1,0.173,0.173,42.688,4126,7
186541,A_PREACCEPTED,COMPLETE,2011-11-17 17:24:36.787000+00:00,2,42.688,42.861,7928.558,4126,8
186541,A_ACCEPTED,COMPLETE,2011-11-17 19:36:45.345000+00:00,3,7928.558,7971.419,355.762,4126,1
186541,O_SELECTED,COMPLETE,2011-11-17 19:42:41.107000+00:00,4,355.762,8327.181,0.001,4126,15
186541,A_FINALIZED,COMPLETE,2011-11-17 19:42:41.108000+00:00,5,0.001,8327.182,1.053,4126,6
186541,O_CREATED,COMPLETE,2011-11-17 19:42:42.161000+00:00,6,1.053,8328.235,0.033,4126,13
186541,O_SENT,COMPLETE,2011-11-17 19:42:42.194000+00:00,7,0.033,8328.268,1.242,4126,16
186541,W_Completeren aanvraag,COMPLETE,2011-11-17 19:42:43.436000+00:00,8,1.242,8329.51,395.453,4126,20
186541,W_Nabellen offertes,COMPLETE,2011-11-17 19:49:18.889000+00:00,9,395.453,8724.963,512.208,4126,22
186541,W_Nabellen offertes,COMPLETE,2011-11-17 19:57:51.097000+00:00,10,512.208,9237.171,602781.809,4126,22
186541,W_Nabellen offertes,COMPLETE,2011-11-24 19:24:12.906000+00:00,11,602781.809,612018.98,330943.733,4126,22
186541,A_CANCELLED,COMPLETE,2011-11-28 15:19:56.639000+00:00,12,330943.733,942962.713,-0.0,4126,4
186541,O_CANCELLED,COMPLETE,2011-11-28 15:19:56.639000+00:00,13,0.0,942962.713,2.698,4126,12
186541,W_Nabellen offertes,COMPLETE,2011-11-28 15:19:59.337000+00:00,14,2.698,942965.411,0.0,4126,22
186544,A_SUBMITTED,COMPLETE,2011-11-17 17:24:44.616000+00:00,0,0.0,0.0,0.186,4127,10
186544,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:24:44.802000+00:00,1,0.186,0.186,148.482,4127,7
186544,A_DECLINED,COMPLETE,2011-11-17 17:27:13.284000+00:00,2,148.482,148.668,2.95,4127,5
186544,W_Afhandelen leads,COMPLETE,2011-11-17 17:27:16.234000+00:00,3,2.95,151.618,0.0,4127,18
186547,A_SUBMITTED,COMPLETE,2011-11-17 17:25:21.232000+00:00,0,0.0,0.0,0.106,4128,10
186547,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:25:21.338000+00:00,1,0.106,0.106,41.943,4128,7
186547,A_DECLINED,COMPLETE,2011-11-17 17:26:03.281000+00:00,2,41.943,42.049,0.0,4128,5
186550,A_SUBMITTED,COMPLETE,2011-11-17 17:30:15.330000+00:00,0,0.0,0.0,0.162,4129,10
186550,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:30:15.492000+00:00,1,0.162,0.162,38.427,4129,7
186550,A_DECLINED,COMPLETE,2011-11-17 17:30:53.919000+00:00,2,38.427,38.589,0.0,4129,5
186553,A_SUBMITTED,COMPLETE,2011-11-17 17:31:35.409000+00:00,0,0.0,0.0,0.094,4130,10
186553,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:31:35.503000+00:00,1,0.094,0.094,3029.752,4130,7
186553,A_DECLINED,COMPLETE,2011-11-17 18:22:05.255000+00:00,2,3029.752,3029.846,2.415,4130,5
186553,W_Afhandelen leads,COMPLETE,2011-11-17 18:22:07.670000+00:00,3,2.415,3032.261,0.0,4130,18
186556,A_SUBMITTED,COMPLETE,2011-11-17 17:34:41.468000+00:00,0,0.0,0.0,0.105,4131,10
186556,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:34:41.573000+00:00,1,0.105,0.105,1323.188,4131,7
186556,A_DECLINED,COMPLETE,2011-11-17 17:56:44.761000+00:00,2,1323.188,1323.293,2.777,4131,5
186556,W_Afhandelen leads,COMPLETE,2011-11-17 17:56:47.538000+00:00,3,2.777,1326.07,0.0,4131,18
186559,A_SUBMITTED,COMPLETE,2011-11-17 17:37:01.540000+00:00,0,0.0,0.0,0.104,4132,10
186559,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:37:01.644000+00:00,1,0.104,0.104,1063.078,4132,7
186559,A_DECLINED,COMPLETE,2011-11-17 17:54:44.722000+00:00,2,1063.078,1063.182,2.513,4132,5
186559,W_Afhandelen leads,COMPLETE,2011-11-17 17:54:47.235000+00:00,3,2.513,1065.695,0.0,4132,18
186562,A_SUBMITTED,COMPLETE,2011-11-17 17:39:32.090000+00:00,0,0.0,0.0,0.148,4133,10
186562,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:39:32.238000+00:00,1,0.148,0.148,814.407,4133,7
186562,A_DECLINED,COMPLETE,2011-11-17 17:53:06.645000+00:00,2,814.407,814.555,3.101,4133,5
186562,W_Afhandelen leads,COMPLETE,2011-11-17 17:53:09.746000+00:00,3,3.101,817.656,0.0,4133,18
186565,A_SUBMITTED,COMPLETE,2011-11-17 17:41:05.207000+00:00,0,0.0,0.0,0.103,4134,10
186565,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:41:05.310000+00:00,1,0.103,0.103,30.656,4134,7
186565,A_PREACCEPTED,COMPLETE,2011-11-17 17:41:35.966000+00:00,2,30.656,30.759,7306.478,4134,8
186565,W_Completeren aanvraag,COMPLETE,2011-11-17 19:43:22.444000+00:00,3,7306.478,7337.237,67941.998,4134,20
186565,W_Completeren aanvraag,COMPLETE,2011-11-18 14:35:44.442000+00:00,4,67941.998,75279.235,12677.801,4134,20
186565,W_Completeren aanvraag,COMPLETE,2011-11-18 18:07:02.243000+00:00,5,12677.801,87957.036,477.855,4134,20
186565,A_ACCEPTED,COMPLETE,2011-11-18 18:15:00.098000+00:00,6,477.855,88434.891,168.853,4134,1
186565,A_FINALIZED,COMPLETE,2011-11-18 18:17:48.951000+00:00,7,168.853,88603.744,-0.0,4134,6
186565,O_SELECTED,COMPLETE,2011-11-18 18:17:48.951000+00:00,8,0.0,88603.744,1.461,4134,15
186565,O_CREATED,COMPLETE,2011-11-18 18:17:50.412000+00:00,9,1.461,88605.205,0.035,4134,13
186565,O_SENT,COMPLETE,2011-11-18 18:17:50.447000+00:00,10,0.035,88605.24,2.165,4134,16
186565,W_Completeren aanvraag,COMPLETE,2011-11-18 18:17:52.612000+00:00,11,2.165,88607.405,505400.814,4134,20
186565,W_Nabellen offertes,COMPLETE,2011-11-24 14:41:13.426000+00:00,12,505400.814,594008.219,502695.941,4134,22
186565,O_SENT_BACK,COMPLETE,2011-11-30 10:19:29.367000+00:00,13,502695.941,1096704.16,2.37,4134,17
186565,W_Nabellen offertes,COMPLETE,2011-11-30 10:19:31.737000+00:00,14,2.37,1096706.53,191026.932,4134,22
186565,A_DECLINED,COMPLETE,2011-12-02 15:23:18.669000+00:00,15,191026.932,1287733.462,-0.0,4134,5
186565,O_DECLINED,COMPLETE,2011-12-02 15:23:18.669000+00:00,16,0.0,1287733.462,4.997,4134,14
186565,W_Valideren aanvraag,COMPLETE,2011-12-02 15:23:23.666000+00:00,17,4.997,1287738.459,0.0,4134,23
186568,A_SUBMITTED,COMPLETE,2011-11-17 17:41:29.989000+00:00,0,0.0,0.0,0.209,4135,10
186568,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:41:30.198000+00:00,1,0.209,0.209,42.499,4135,7
186568,A_DECLINED,COMPLETE,2011-11-17 17:42:12.697000+00:00,2,42.499,42.708,0.0,4135,5
186571,A_SUBMITTED,COMPLETE,2011-11-17 17:49:45.729000+00:00,0,0.0,0.0,0.095,4136,10
186571,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:49:45.824000+00:00,1,0.095,0.095,29.17,4136,7
186571,A_DECLINED,COMPLETE,2011-11-17 17:50:14.994000+00:00,2,29.17,29.265,0.0,4136,5
186574,A_SUBMITTED,COMPLETE,2011-11-17 17:53:45.418000+00:00,0,0.0,0.0,0.236,4137,10
186574,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:53:45.654000+00:00,1,0.236,0.236,1845.663,4137,7
186574,A_PREACCEPTED,COMPLETE,2011-11-17 18:24:31.317000+00:00,2,1845.663,1845.899,1.298,4137,8
186574,W_Afhandelen leads,COMPLETE,2011-11-17 18:24:32.615000+00:00,3,1.298,1847.197,4468.403,4137,18
186574,A_ACCEPTED,COMPLETE,2011-11-17 19:39:01.018000+00:00,4,4468.403,6315.6,245.945,4137,1
186574,O_SELECTED,COMPLETE,2011-11-17 19:43:06.963000+00:00,5,245.945,6561.545,0.001,4137,15
186574,A_FINALIZED,COMPLETE,2011-11-17 19:43:06.964000+00:00,6,0.001,6561.546,0.967,4137,6
186574,O_CREATED,COMPLETE,2011-11-17 19:43:07.931000+00:00,7,0.967,6562.513,0.025,4137,13
186574,O_SENT,COMPLETE,2011-11-17 19:43:07.956000+00:00,8,0.025,6562.538,2.009,4137,16
186574,W_Completeren aanvraag,COMPLETE,2011-11-17 19:43:09.965000+00:00,9,2.009,6564.547,595611.869,4137,20
186574,W_Nabellen offertes,COMPLETE,2011-11-24 17:10:01.834000+00:00,10,595611.869,602176.416,678210.948,4137,22
186574,W_Nabellen offertes,COMPLETE,2011-12-02 13:33:32.782000+00:00,11,678210.948,1280387.364,343273.815,4137,22
186574,W_Nabellen offertes,COMPLETE,2011-12-06 12:54:46.597000+00:00,12,343273.815,1623661.179,97502.52,4137,22
186574,A_CANCELLED,COMPLETE,2011-12-07 15:59:49.117000+00:00,13,97502.52,1721163.699,-0.0,4137,4
186574,O_CANCELLED,COMPLETE,2011-12-07 15:59:49.117000+00:00,14,0.0,1721163.699,3.203,4137,12
186574,W_Nabellen offertes,COMPLETE,2011-12-07 15:59:52.320000+00:00,15,3.203,1721166.902,0.0,4137,22
186577,A_SUBMITTED,COMPLETE,2011-11-17 17:54:00.471000+00:00,0,0.0,0.0,0.112,4138,10
186577,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:54:00.583000+00:00,1,0.112,0.112,33.608,4138,7
186577,A_PREACCEPTED,COMPLETE,2011-11-17 17:54:34.191000+00:00,2,33.608,33.72,6769.765,4138,8
186577,W_Completeren aanvraag,COMPLETE,2011-11-17 19:47:23.956000+00:00,3,6769.765,6803.485,62477.73,4138,20
186577,W_Completeren aanvraag,COMPLETE,2011-11-18 13:08:41.686000+00:00,4,62477.73,69281.215,7008.703,4138,20
186577,W_Completeren aanvraag,COMPLETE,2011-11-18 15:05:30.389000+00:00,5,7008.703,76289.918,141.828,4138,20
186577,A_ACCEPTED,COMPLETE,2011-11-18 15:07:52.217000+00:00,6,141.828,76431.746,12.091,4138,1
186577,A_FINALIZED,COMPLETE,2011-11-18 15:08:04.308000+00:00,7,12.091,76443.837,-0.0,4138,6
186577,O_SELECTED,COMPLETE,2011-11-18 15:08:04.308000+00:00,8,0.0,76443.837,0.85,4138,15
186577,O_CREATED,COMPLETE,2011-11-18 15:08:05.158000+00:00,9,0.85,76444.687,0.024,4138,13
186577,O_SENT,COMPLETE,2011-11-18 15:08:05.182000+00:00,10,0.024,76444.711,2.332,4138,16
186577,W_Completeren aanvraag,COMPLETE,2011-11-18 15:08:07.514000+00:00,11,2.332,76447.043,350510.785,4138,20
186577,W_Nabellen offertes,COMPLETE,2011-11-22 16:29:58.299000+00:00,12,350510.785,426957.828,325050.975,4138,22
186577,W_Nabellen offertes,COMPLETE,2011-11-26 10:47:29.274000+00:00,13,325050.975,752008.803,256356.373,4138,22
186577,O_SENT_BACK,COMPLETE,2011-11-29 10:00:05.647000+00:00,14,256356.373,1008365.176,1.599,4138,17
186577,W_Nabellen offertes,COMPLETE,2011-11-29 10:00:07.246000+00:00,15,1.599,1008366.775,163283.203,4138,22
186577,W_Valideren aanvraag,COMPLETE,2011-12-01 07:21:30.449000+00:00,16,163283.203,1171649.978,5344.852,4138,23
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-01 08:50:35.301000+00:00,17,5344.852,1176994.83,19955.769,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-01 14:23:11.070000+00:00,18,19955.769,1196950.599,2118.882,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-01 14:58:29.952000+00:00,19,2118.882,1199069.481,10594.04,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-01 17:55:03.992000+00:00,20,10594.04,1209663.521,329854.653,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-05 13:32:38.645000+00:00,21,329854.653,1539518.174,1507.283,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-05 13:57:45.928000+00:00,22,1507.283,1541025.457,20.401,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-05 13:58:06.329000+00:00,23,20.401,1541045.858,9558.617,4138,21
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-05 16:37:24.946000+00:00,24,9558.617,1550604.475,2290.869,4138,21
186577,A_CANCELLED,COMPLETE,2011-12-05 17:15:35.815000+00:00,25,2290.869,1552895.344,-0.0,4138,4
186577,O_CANCELLED,COMPLETE,2011-12-05 17:15:35.815000+00:00,26,0.0,1552895.344,2.172,4138,12
186577,W_Nabellen incomplete dossiers,COMPLETE,2011-12-05 17:15:37.987000+00:00,27,2.172,1552897.516,0.0,4138,21
186580,A_SUBMITTED,COMPLETE,2011-11-17 17:56:04.215000+00:00,0,0.0,0.0,0.166,4139,10
186580,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 17:56:04.381000+00:00,1,0.166,0.166,980.147,4139,7
186580,A_PREACCEPTED,COMPLETE,2011-11-17 18:12:24.528000+00:00,2,980.147,980.313,1.278,4139,8
186580,W_Afhandelen leads,COMPLETE,2011-11-17 18:12:25.806000+00:00,3,1.278,981.591,6256.688,4139,18
186580,A_ACCEPTED,COMPLETE,2011-11-17 19:56:42.494000+00:00,4,6256.688,7238.279,162.787,4139,1
186580,A_FINALIZED,COMPLETE,2011-11-17 19:59:25.281000+00:00,5,162.787,7401.066,-0.0,4139,6
186580,O_SELECTED,COMPLETE,2011-11-17 19:59:25.281000+00:00,6,0.0,7401.066,1.827,4139,15
186580,O_CREATED,COMPLETE,2011-11-17 19:59:27.108000+00:00,7,1.827,7402.893,0.027,4139,13
186580,O_SENT,COMPLETE,2011-11-17 19:59:27.135000+00:00,8,0.027,7402.92,1.311,4139,16
186580,W_Completeren aanvraag,COMPLETE,2011-11-17 19:59:28.446000+00:00,9,1.311,7404.231,114.481,4139,20
186580,O_CANCELLED,COMPLETE,2011-11-17 20:01:22.927000+00:00,10,114.481,7518.712,-0.0,4139,12
186580,O_SELECTED,COMPLETE,2011-11-17 20:01:22.927000+00:00,11,0.0,7518.712,1.185,4139,15
186580,O_CREATED,COMPLETE,2011-11-17 20:01:24.112000+00:00,12,1.185,7519.897,0.072,4139,13
186580,O_SENT,COMPLETE,2011-11-17 20:01:24.184000+00:00,13,0.072,7519.969,1.361,4139,16
186580,W_Nabellen offertes,COMPLETE,2011-11-17 20:01:25.545000+00:00,14,1.361,7521.33,593585.626,4139,22
186580,W_Nabellen offertes,COMPLETE,2011-11-24 16:54:31.171000+00:00,15,593585.626,601106.956,145535.383,4139,22
186580,A_CANCELLED,COMPLETE,2011-11-26 09:20:06.554000+00:00,16,145535.383,746642.339,-0.0,4139,4
186580,O_CANCELLED,COMPLETE,2011-11-26 09:20:06.554000+00:00,17,0.0,746642.339,2.353,4139,12
186580,W_Nabellen offertes,COMPLETE,2011-11-26 09:20:08.907000+00:00,18,2.353,746644.692,0.0,4139,22
186583,A_SUBMITTED,COMPLETE,2011-11-17 18:00:54.842000+00:00,0,0.0,0.0,0.206,4140,10
186583,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 18:00:55.048000+00:00,1,0.206,0.206,29.558,4140,7
186583,A_DECLINED,COMPLETE,2011-11-17 18:01:24.606000+00:00,2,29.558,29.764,0.0,4140,5
186586,A_SUBMITTED,COMPLETE,2011-11-17 18:03:14.642000+00:00,0,0.0,0.0,0.572,4141,10
186586,A_PARTLYSUBMITTED,COMPLETE,2011-11-17 18:03:15.214000+00:00,1,0.572,0.572,36.144,4141,7
186586,A_PREACCEPTED,COMPLETE,2011-11-17 18:03:51.358000+00:00,2,36.144,36.716,6764.244,4141,8
186586,A_ACCEPTED,COMPLETE,2011-11-17 19:56:35.602000+00:00,3,6764.244,6800.96,264.287,4141,1
186586,A_FINALIZED,COMPLETE,2011-11-17 20:00:59.889000+00:00,4,264.287,7065.247,-0.0,4141,6
186586,O_SELECTED,COMPLETE,2011-11-17 20:00:59.889000+00:00,5,0.0,7065.247,0.97,4141,15
186586,O_CREATED,COMPLETE,2011-11-17 20:01:00.859000+00:00,6,0.97,7066.217,0.041,4141,13
186586,O_SENT,COMPLETE,2011-11-17 20:01:00.900000+00:00,7,0.041,7066.258,1.527,4141,16
186586,W_Completeren aanvraag,COMPLETE,2011-11-17 20:01:02.427000+00:00,8,1.527,7067.785,50.933,4141,20
186586,O_CANCELLED,COMPLETE,2011-11-17 20:01:53.360000+00:00,9,50.933,7118.718,-0.0,4141,12
186586,O_SELECTED,COMPLETE,2011-11-17 20:01:53.360000+00:00,10,0.0,7118.718,1.256,4141,15
186586,O_CREATED,COMPLETE,2011-11-17 20:01:54.616000+00:00,11,1.256,7119.974,0.032,4141,13
186586,O_SENT,COMPLETE,2011-11-17 20:01:54.648000+00:00,12,0.032,7120.006,2.382,4141,16
186586,W_Nabellen offertes,COMPLETE,2011-11-17 20:01:57.030000+00:00,13,2.382,7122.388,94.277,4141,22
186586,W_Nabellen offertes,COMPLETE,2011-11-17 20:03:31.307000+00:00,14,94.277,7216.665,598826.085,4141,22
186586,W_Nabellen offertes,COMPLETE,2011-11-24 18:23:57.392000+00:00,15,598826.085,606042.75,520000.552,4141,22
