case_id,activity,lifecycle,timestamp,event_idx,delta_prev_seconds,delta_start_seconds,user_id,item_id
173868,W_Nabellen offertes,COMPLETE,2011-10-19 16:47:17.838000+00:00,12,111971.803,1491778.878,61,22
173868,O_SENT_BACK,COMPLETE,2011-10-20 07:11:49.533000+00:00,13,51871.695,1543650.573,61,17
173868,W_Nabellen offertes,COMPLETE,2011-10-20 07:11:50.687000+00:00,14,1.154,1543651.727,61,22
173868,A_DECLINED,COMPLETE,2011-10-26 06:07:33.910000+00:00,15,514543.223,2058194.95,61,5
173868,O_DECLINED,COMPLETE,2011-10-26 06:07:33.910000+00:00,16,0.0,2058194.95,61,14
173868,W_Valideren aanvraag,COMPLETE,2011-10-26 06:07:39.743000+00:00,17,5.833,2058200.783,61,23
173871,A_SUBMITTED,COMPLETE,2011-10-02 11:05:34.993000+00:00,0,0.0,0.0,62,10
173871,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:05:36.034000+00:00,1,1.041,1.041,62,7
173871,A_PREACCEPTED,COMPLETE,2011-10-02 11:06:18.014000+00:00,2,41.98,43.021,62,8
173871,W_Completeren aanvraag,COMPLETE,2011-10-03 08:28:37.506000+00:00,3,76939.492,76982.513,62,20
173871,W_Completeren aanvraag,COMPLETE,2011-10-03 12:41:00.026000+00:00,4,15142.52,92125.033,62,20
173871,W_Completeren aanvraag,COMPLETE,2011-10-03 13:15:36.450000+00:00,5,2076.424,94201.457,62,20
173871,W_Completeren aanvraag,COMPLETE,2011-10-03 13:18:02.595000+00:00,6,146.145,94347.602,62,20
173871,W_Completeren aanvraag,COMPLETE,2011-10-04 17:38:50.504000+00:00,7,102047.909,196395.511,62,20
173871,A_ACCEPTED,COMPLETE,2011-10-04 17:39:04.166000+00:00,8,13.662,196409.173,62,1
173871,A_FINALIZED,COMPLETE,2011-10-04 17:40:46.526000+00:00,9,102.36,196511.533,62,6
173871,O_SELECTED,COMPLETE,2011-10-04 17:40:46.526000+00:00,10,0.0,196511.533,62,15
173871,O_CREATED,COMPLETE,2011-10-04 17:40:47.741000+00:00,11,1.215,196512.748,62,13
173871,O_SENT,COMPLETE,2011-10-04 17:40:47.825000+00:00,12,0.084,196512.832,62,16
173871,W_Completeren aanvraag,COMPLETE,2011-10-04 17:40:49.166000+00:00,13,1.341,196514.173,62,20
173871,W_Nabellen offertes,COMPLETE,2011-10-04 17:41:00.587000+00:00,14,11.421,196525.594,62,22
173871,W_Nabellen offertes,COMPLETE,2011-10-04 17:42:29.688000+00:00,15,89.101,196614.695,62,22
173871,O_SENT_BACK,COMPLETE,2011-10-11 08:01:11.435000+00:00,16,569921.747,766536.442,62,17
173871,W_Nabellen offertes,COMPLETE,2011-10-11 08:01:13.994000+00:00,17,2.559,766539.001,62,22
173871,W_Valideren aanvraag,COMPLETE,2011-10-14 07:56:18.052000+00:00,18,258904.058,1025443.059,62,23
173871,A_DECLINED,COMPLETE,2011-10-14 08:05:53.510000+00:00,19,575.458,1026018.517,62,5
173871,O_DECLINED,COMPLETE,2011-10-14 08:05:53.510000+00:00,20,0.0,1026018.517,62,14
173871,W_Valideren aanvraag,COMPLETE,2011-10-14 08:05:57.381000+00:00,21,3.871,1026022.388,62,23
173874,A_SUBMITTED,COMPLETE,2011-10-02 11:10:37.309000+00:00,0,0.0,0.0,63,10
173874,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:10:37.753000+00:00,1,0.444,0.444,63,7
173874,A_DECLINED,COMPLETE,2011-10-02 11:10:40.672000+00:00,2,2.919,3.363,63,5
173877,A_SUBMITTED,COMPLETE,2011-10-02 11:21:47.147000+00:00,0,0.0,0.0,64,10
173877,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:21:47.225000+00:00,1,0.078,0.078,64,7
173877,A_DECLINED,COMPLETE,2011-10-02 11:22:28.724000+00:00,2,41.499,41.577,64,5
173880,A_SUBMITTED,COMPLETE,2011-10-02 11:24:15.505000+00:00,0,0.0,0.0,65,10
173880,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:24:15.703000+00:00,1,0.198,0.198,65,7
173880,A_PREACCEPTED,COMPLETE,2011-10-03 07:31:45.662000+00:00,2,72449.959,72450.157,65,8
173880,W_Afhandelen leads,COMPLETE,2011-10-03 07:31:47.864000+00:00,3,2.202,72452.359,65,18
173880,W_Completeren aanvraag,COMPLETE,2011-10-03 10:54:18.251000+00:00,4,12150.387,84602.746,65,20
173880,A_ACCEPTED,COMPLETE,2011-10-03 11:58:18.374000+00:00,5,3840.123,88442.869,65,1
173880,A_FINALIZED,COMPLETE,2011-10-03 12:00:45.550000+00:00,6,147.176,88590.045,65,6
173880,O_SELECTED,COMPLETE,2011-10-03 12:00:45.550000+00:00,7,0.0,88590.045,65,15
173880,O_CREATED,COMPLETE,2011-10-03 12:00:46.779000+00:00,8,1.229,88591.274,65,13
173880,O_SENT,COMPLETE,2011-10-03 12:00:46.805000+00:00,9,0.026,88591.3,65,16
173880,W_Completeren aanvraag,COMPLETE,2011-10-03 12:00:48.082000+00:00,10,1.277,88592.577,65,20
173880,W_Nabellen offertes,COMPLETE,2011-10-03 12:02:13.835000+00:00,11,85.753,88678.33,65,22
173880,W_Nabellen offertes,COMPLETE,2011-10-10 16:19:22.400000+00:00,12,620228.565,708906.895,65,22
173880,W_Nabellen offertes,COMPLETE,2011-10-10 16:22:25.176000+00:00,13,182.776,709089.671,65,22
173880,W_Nabellen offertes,COMPLETE,2011-10-11 14:20:52.511000+00:00,14,79107.335,788197.006,65,22
173880,W_Nabellen offertes,COMPLETE,2011-10-19 18:01:09.031000+00:00,15,704416.52,1492613.526,65,22
173880,O_SENT_BACK,COMPLETE,2011-10-24 09:28:26.304000+00:00,16,401237.273,1893850.799,65,17
173880,W_Nabellen offertes,COMPLETE,2011-10-24 09:28:27.765000+00:00,17,1.461,1893852.26,65,22
173880,W_Valideren aanvraag,COMPLETE,2011-10-28 10:02:13.700000+00:00,18,347625.935,2241478.195,65,23
173880,W_Valideren aanvraag,COMPLETE,2011-10-28 10:19:46.515000+00:00,19,1052.815,2242531.01,65,23
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-10-28 13:50:05.172000+00:00,20,12618.657,2255149.667,65,21
173880,O_CANCELLED,COMPLETE,2011-10-28 14:27:23.940000+00:00,21,2238.768,2257388.435,65,12
173880,O_SELECTED,COMPLETE,2011-10-28 14:27:23.940000+00:00,22,0.0,2257388.435,65,15
173880,O_CREATED,COMPLETE,2011-10-28 14:27:25.408000+00:00,23,1.468,2257389.903,65,13
173880,O_SENT,COMPLETE,2011-10-28 14:27:25.432000+00:00,24,0.024,2257389.927,65,16
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-10-28 14:27:27+00:00,25,1.568,2257391.495,65,21
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-10-28 14:33:57.742000+00:00,26,390.742,2257782.237,65,21
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-10-28 17:51:35.241000+00:00,27,11857.499,2269639.736,65,21
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-11-03 07:54:48.985000+00:00,28,482593.744,2752233.48,65,21
173880,O_SENT_BACK,COMPLETE,2011-11-04 10:46:11.099000+00:00,29,96682.114,2848915.594,65,17
173880,W_Nabellen incomplete dossiers,COMPLETE,2011-11-04 10:46:12.618000+00:00,30,1.519,2848917.113,65,21
173880,A_APPROVED,COMPLETE,2011-11-04 12:09:38.785000+00:00,31,5006.167,2853923.28,65,3
173880,A_REGISTERED,COMPLETE,2011-11-04 12:09:38.785000+00:00,32,0.0,2853923.28,65,9
173880,O_ACCEPTED,COMPLETE,2011-11-04 12:09:38.785000+00:00,33,0.0,2853923.28,65,11
173880,A_ACTIVATED,COMPLETE,2011-11-04 12:09:38.786000+00:00,34,0.001,2853923.281,65,2
173880,W_Valideren aanvraag,COMPLETE,2011-11-04 12:09:47.086000+00:00,35,8.3,2853931.581,65,23
173883,A_SUBMITTED,COMPLETE,2011-10-02 11:46:35.860000+00:00,0,0.0,0.0,66,10
173883,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:46:36.033000+00:00,1,0.173,0.173,66,7
173883,A_DECLINED,COMPLETE,2011-10-02 11:46:38.055000+00:00,2,2.022,2.195,66,5
173886,A_SUBMITTED,COMPLETE,2011-10-02 11:52:34.123000+00:00,0,0.0,0.0,67,10
173886,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 11:52:34.218000+00:00,1,0.095,0.095,67,7
173886,A_DECLINED,COMPLETE,2011-10-02 11:53:12.968000+00:00,2,38.75,38.845,67,5
173889,A_SUBMITTED,COMPLETE,2011-10-02 12:42:12.094000+00:00,0,0.0,0.0,68,10
173889,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 12:42:14.078000+00:00,1,1.984,1.984,68,7
173889,A_DECLINED,COMPLETE,2011-10-03 07:36:30.650000+00:00,2,68056.572,68058.556,68,5
173889,W_Afhandelen leads,COMPLETE,2011-10-03 07:36:33.795000+00:00,3,3.145,68061.701,68,18
173892,A_SUBMITTED,COMPLETE,2011-10-02 12:53:44.931000+00:00,0,0.0,0.0,69,10
173892,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 12:53:45.320000+00:00,1,0.389,0.389,69,7
173892,A_DECLINED,COMPLETE,2011-10-02 12:54:21.542000+00:00,2,36.222,36.611,69,5
173895,A_SUBMITTED,COMPLETE,2011-10-02 14:03:10.035000+00:00,0,0.0,0.0,70,10
173895,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:03:10.190000+00:00,1,0.155,0.155,70,7
173895,A_DECLINED,COMPLETE,2011-10-02 14:03:50.333000+00:00,2,40.143,40.298,70,5
173898,A_SUBMITTED,COMPLETE,2011-10-02 14:05:39.817000+00:00,0,0.0,0.0,71,10
173898,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:05:40.009000+00:00,1,0.192,0.192,71,7
173898,A_PREACCEPTED,COMPLETE,2011-10-03 07:37:05.968000+00:00,2,63085.959,63086.151,71,8
173898,W_Afhandelen leads,COMPLETE,2011-10-03 07:37:07.261000+00:00,3,1.293,63087.444,71,18
173898,W_Completeren aanvraag,COMPLETE,2011-10-03 11:58:22.015000+00:00,4,15674.754,78762.198,71,20
173898,W_Completeren aanvraag,COMPLETE,2011-10-03 14:45:50.298000+00:00,5,10048.283,88810.481,71,20
173898,A_ACCEPTED,COMPLETE,2011-10-03 14:50:37.386000+00:00,6,287.088,89097.569,71,1
173898,A_FINALIZED,COMPLETE,2011-10-03 14:51:47.497000+00:00,7,70.111,89167.68,71,6
173898,O_SELECTED,COMPLETE,2011-10-03 14:51:47.497000+00:00,8,0.0,89167.68,71,15
173898,O_CREATED,COMPLETE,2011-10-03 14:51:48.963000+00:00,9,1.466,89169.146,71,13
173898,O_SENT,COMPLETE,2011-10-03 14:51:48.989000+00:00,10,0.026,89169.172,71,16
173898,W_Completeren aanvraag,COMPLETE,2011-10-03 14:51:51.267000+00:00,11,2.278,89171.45,71,20
173898,W_Nabellen offertes,COMPLETE,2011-10-10 16:44:19.632000+00:00,12,611548.365,700719.815,71,22
173898,W_Nabellen offertes,COMPLETE,2011-10-12 14:22:54.425000+00:00,13,164314.793,865034.608,71,22
173898,A_CANCELLED,COMPLETE,2011-10-13 18:00:46.495000+00:00,14,99472.07,964506.678,71,4
173898,O_CANCELLED,COMPLETE,2011-10-13 18:00:46.495000+00:00,15,0.0,964506.678,71,12
173898,W_Nabellen offertes,COMPLETE,2011-10-13 18:00:48.827000+00:00,16,2.332,964509.01,71,22
173901,A_SUBMITTED,COMPLETE,2011-10-02 14:12:08.647000+00:00,0,0.0,0.0,72,10
173901,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:12:08.808000+00:00,1,0.161,0.161,72,7
173901,A_DECLINED,COMPLETE,2011-10-03 07:33:41.954000+00:00,2,62493.146,62493.307,72,5
173901,W_Afhandelen leads,COMPLETE,2011-10-03 07:33:46.747000+00:00,3,4.793,62498.1,72,18
173904,A_SUBMITTED,COMPLETE,2011-10-02 14:52:36.497000+00:00,0,0.0,0.0,73,10
173904,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:52:36.702000+00:00,1,0.205,0.205,73,7
173904,A_DECLINED,COMPLETE,2011-10-03 07:35:18.794000+00:00,2,60162.092,60162.297,73,5
173904,W_Afhandelen leads,COMPLETE,2011-10-03 07:35:23.133000+00:00,3,4.339,60166.636,73,18
173907,A_SUBMITTED,COMPLETE,2011-10-02 14:53:33+00:00,0,0.0,0.0,74,10
173907,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 14:53:33.152000+00:00,1,0.152,0.152,74,7
173907,A_DECLINED,COMPLETE,2011-10-02 14:54:13.473000+00:00,2,40.321,40.473,74,5
173910,A_SUBMITTED,COMPLETE,2011-10-02 15:17:43.476000+00:00,0,0.0,0.0,75,10
173910,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 15:17:43.673000+00:00,1,0.197,0.197,75,7
173910,A_DECLINED,COMPLETE,2011-10-02 15:18:26.119000+00:00,2,42.446,42.643,75,5
173913,A_SUBMITTED,COMPLETE,2011-10-02 15:18:05.023000+00:00,0,0.0,0.0,76,10
173913,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 15:18:05.154000+00:00,1,0.131,0.131,76,7
173913,A_PREACCEPTED,COMPLETE,2011-10-02 15:18:41.088000+00:00,2,35.934,36.065,76,8
173913,A_ACCEPTED,COMPLETE,2011-10-03 08:33:01.862000+00:00,3,62060.774,62096.839,76,1
173913,A_FINALIZED,COMPLETE,2011-10-03 08:43:47.996000+00:00,4,646.134,62742.973,76,6
173913,O_SELECTED,COMPLETE,2011-10-03 08:43:47.996000+00:00,5,0.0,62742.973,76,15
173913,O_CREATED,COMPLETE,2011-10-03 08:43:51.087000+00:00,6,3.091,62746.064,76,13
173913,O_SENT,COMPLETE,2011-10-03 08:43:51.111000+00:00,7,0.024,62746.088,76,16
173913,W_Completeren aanvraag,COMPLETE,2011-10-03 08:43:52.429000+00:00,8,1.318,62747.406,76,20
173913,W_Nabellen offertes,COMPLETE,2011-10-03 08:52:28.959000+00:00,9,516.53,63263.936,76,22
173913,W_Nabellen offertes,COMPLETE,2011-10-06 09:14:33.262000+00:00,10,260524.303,323788.239,76,22
173913,O_SENT_BACK,COMPLETE,2011-10-10 11:51:21.045000+00:00,11,355007.783,678796.022,76,17
173913,W_Nabellen offertes,COMPLETE,2011-10-10 11:51:23.171000+00:00,12,2.126,678798.148,76,22
173913,W_Valideren aanvraag,COMPLETE,2011-10-12 13:54:05.047000+00:00,13,180161.876,858960.024,76,23
173913,O_ACCEPTED,COMPLETE,2011-10-12 14:00:58.539000+00:00,14,413.492,859373.516,76,11
173913,A_ACTIVATED,COMPLETE,2011-10-12 14:00:58.540000+00:00,15,0.001,859373.517,76,2
173913,A_APPROVED,COMPLETE,2011-10-12 14:00:58.540000+00:00,16,0.0,859373.517,76,3
173913,A_REGISTERED,COMPLETE,2011-10-12 14:00:58.540000+00:00,17,0.0,859373.517,76,9
173913,W_Valideren aanvraag,COMPLETE,2011-10-12 14:01:06.251000+00:00,18,7.711,859381.228,76,23
173916,A_SUBMITTED,COMPLETE,2011-10-02 15:45:59.197000+00:00,0,0.0,0.0,77,10
173916,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 15:45:59.609000+00:00,1,0.412,0.412,77,7
173916,W_Beoordelen fraude,COMPLETE,2011-10-03 09:00:29.974000+00:00,2,62070.365,62070.777,77,19
173916,W_Beoordelen fraude,COMPLETE,2011-10-03 09:01:13.930000+00:00,3,43.956,62114.733,77,19
173916,A_DECLINED,COMPLETE,2011-10-03 09:19:27.123000+00:00,4,1093.193,63207.926,77,5
173916,W_Beoordelen fraude,COMPLETE,2011-10-03 09:19:30.719000+00:00,5,3.596,63211.522,77,19
173919,A_SUBMITTED,COMPLETE,2011-10-02 15:55:10.791000+00:00,0,0.0,0.0,78,10
173919,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 15:55:11.029000+00:00,1,0.238,0.238,78,7
173919,A_PREACCEPTED,COMPLETE,2011-10-03 07:30:24.864000+00:00,2,56113.835,56114.073,78,8
173919,W_Afhandelen leads,COMPLETE,2011-10-03 07:30:25.912000+00:00,3,1.048,56115.121,78,18
173919,W_Completeren aanvraag,COMPLETE,2011-10-03 10:28:21.565000+00:00,4,10675.653,66790.774,78,20
173919,W_Completeren aanvraag,COMPLETE,2011-10-03 14:08:25.794000+00:00,5,13204.229,79995.003,78,20
173919,W_Completeren aanvraag,COMPLETE,2011-10-03 14:16:07.842000+00:00,6,462.048,80457.051,78,20
173919,W_Completeren aanvraag,COMPLETE,2011-10-03 14:52:30.676000+00:00,7,2182.834,82639.885,78,20
173919,A_CANCELLED,COMPLETE,2011-10-04 10:04:00.531000+00:00,8,69089.855,151729.74,78,4
173919,W_Completeren aanvraag,COMPLETE,2011-10-04 10:04:02.652000+00:00,9,2.121,151731.861,78,20
173922,A_SUBMITTED,COMPLETE,2011-10-02 15:56:36.477000+00:00,0,0.0,0.0,79,10
173922,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 15:56:36.709000+00:00,1,0.232,0.232,79,7
173922,A_DECLINED,COMPLETE,2011-10-02 15:57:17.598000+00:00,2,40.889,41.121,79,5
173925,A_SUBMITTED,COMPLETE,2011-10-02 16:00:06.036000+00:00,0,0.0,0.0,80,10
173925,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 16:00:06.117000+00:00,1,0.081,0.081,80,7
173925,A_PREACCEPTED,COMPLETE,2011-10-03 07:28:16.702000+00:00,2,55690.585,55690.666,80,8
173925,W_Afhandelen leads,COMPLETE,2011-10-03 07:28:17.820000+00:00,3,1.118,55691.784,80,18
173925,W_Completeren aanvraag,COMPLETE,2011-10-03 10:21:41.799000+00:00,4,10403.979,66095.763,80,20
173925,A_DECLINED,COMPLETE,2011-10-03 10:23:39.771000+00:00,5,117.972,66213.735,80,5
173925,W_Completeren aanvraag,COMPLETE,2011-10-03 10:23:42.976000+00:00,6,3.205,66216.94,80,20
173928,A_SUBMITTED,COMPLETE,2011-10-02 16:30:01.576000+00:00,0,0.0,0.0,81,10
173928,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 16:30:01.801000+00:00,1,0.225,0.225,81,7
173928,A_PREACCEPTED,COMPLETE,2011-10-02 16:30:55.846000+00:00,2,54.045,54.27,81,8
173928,W_Completeren aanvraag,COMPLETE,2011-10-03 08:29:11.646000+00:00,3,57495.8,57550.07,81,20
173928,W_Completeren aanvraag,COMPLETE,2011-10-03 08:58:03.556000+00:00,4,1731.91,59281.98,81,20
173928,A_ACCEPTED,COMPLETE,2011-10-03 13:23:23.782000+00:00,5,15920.226,75202.206,81,1
173928,A_FINALIZED,COMPLETE,2011-10-03 13:29:05.426000+00:00,6,341.644,75543.85,81,6
173928,O_SELECTED,COMPLETE,2011-10-03 13:29:05.426000+00:00,7,0.0,75543.85,81,15
173928,O_CREATED,COMPLETE,2011-10-03 13:29:06.737000+00:00,8,1.311,75545.161,81,13
173928,O_SENT,COMPLETE,2011-10-03 13:29:06.772000+00:00,9,0.035,75545.196,81,16
173928,W_Completeren aanvraag,COMPLETE,2011-10-03 13:29:08.224000+00:00,10,1.452,75546.648,81,20
173928,O_CANCELLED,COMPLETE,2011-10-03 13:30:07.474000+00:00,11,59.25,75605.898,81,12
173928,O_SELECTED,COMPLETE,2011-10-03 13:30:07.474000+00:00,12,0.0,75605.898,81,15
173928,O_CREATED,COMPLETE,2011-10-03 13:30:09.051000+00:00,13,1.577,75607.475,81,13
173928,O_SENT,COMPLETE,2011-10-03 13:30:09.183000+00:00,14,0.132,75607.607,81,16
173928,W_Nabellen offertes,COMPLETE,2011-10-03 13:30:11.254000+00:00,15,2.071,75609.678,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-03 13:31:48.946000+00:00,16,97.692,75707.37,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-10 16:28:06.969000+00:00,17,615378.023,691085.393,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-12 14:13:02.596000+00:00,18,164695.627,855781.02,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-21 10:32:29.286000+00:00,19,764366.69,1620147.71,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-21 18:25:44.173000+00:00,20,28394.887,1648542.597,81,22
173928,W_Nabellen offertes,COMPLETE,2011-10-24 14:13:24.862000+00:00,21,244060.689,1892603.286,81,22
173928,O_SENT_BACK,COMPLETE,2011-10-26 08:23:27.146000+00:00,22,151802.284,2044405.57,81,17
173928,W_Nabellen offertes,COMPLETE,2011-10-26 08:23:29.189000+00:00,23,2.043,2044407.613,81,22
173928,W_Valideren aanvraag,COMPLETE,2011-10-31 12:19:02.672000+00:00,24,446133.483,2490541.096,81,23
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-10-31 16:17:03.098000+00:00,25,14280.426,2504821.522,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-01 10:19:59.351000+00:00,26,64976.253,2569797.775,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-01 15:40:13.796000+00:00,27,19214.445,2589012.22,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-01 18:00:06.621000+00:00,28,8392.825,2597405.045,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-03 07:49:14.275000+00:00,29,136147.654,2733552.699,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-07 07:57:43.433000+00:00,30,346109.158,3079661.857,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-09 09:38:12.075000+00:00,31,178828.642,3258490.499,81,21
173928,W_Valideren aanvraag,COMPLETE,2011-11-09 11:18:51.666000+00:00,32,6039.591,3264530.09,81,23
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-09 12:22:22.129000+00:00,33,3810.463,3268340.553,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-09 12:22:39.035000+00:00,34,16.906,3268357.459,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-09 17:16:05.562000+00:00,35,17606.527,3285963.986,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-10 10:31:22.027000+00:00,36,62116.465,3348080.451,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-10 19:50:24.012000+00:00,37,33541.985,3381622.436,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-12 09:33:10.976000+00:00,38,135766.964,3517389.4,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-17 14:34:29.056000+00:00,39,450078.08,3967467.48,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-18 08:29:30.181000+00:00,40,64501.125,4031968.605,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-18 14:40:10.727000+00:00,41,22240.546,4054209.151,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-18 15:25:37.586000+00:00,42,2726.859,4056936.01,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-18 19:46:59.526000+00:00,43,15681.94,4072617.95,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-19 09:40:38.638000+00:00,44,50019.112,4122637.062,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-19 12:58:56.101000+00:00,45,11897.463,4134534.525,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-21 08:33:07.672000+00:00,46,156851.571,4291386.096,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-21 09:01:50.189000+00:00,47,1722.517,4293108.613,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-21 19:44:46.868000+00:00,48,38576.679,4331685.292,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-22 10:27:47.464000+00:00,49,52980.596,4384665.888,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-22 13:49:49.610000+00:00,50,12122.146,4396788.034,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-24 09:48:23.675000+00:00,51,158314.065,4555102.099,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-25 13:16:47.956000+00:00,52,98904.281,4654006.38,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-26 09:15:39.677000+00:00,53,71931.721,4725938.101,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-26 13:34:49.512000+00:00,54,15549.835,4741487.936,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-28 09:47:59.875000+00:00,55,159190.363,4900678.299,81,21
173928,W_Nabellen incomplete dossiers,COMPLETE,2011-11-28 14:33:09.756000+00:00,56,17109.881,4917788.18,81,21
173928,A_ACTIVATED,COMPLETE,2011-11-29 08:27:25.615000+00:00,57,64455.859,4982244.039,81,2
173928,A_APPROVED,COMPLETE,2011-11-29 08:27:25.615000+00:00,58,0.0,4982244.039,81,3
173928,A_REGISTERED,COMPLETE,2011-11-29 08:27:25.615000+00:00,59,0.0,4982244.039,81,9
173928,O_ACCEPTED,COMPLETE,2011-11-29 08:27:25.615000+00:00,60,0.0,4982244.039,81,11
173928,W_Valideren aanvraag,COMPLETE,2011-11-29 08:27:33.902000+00:00,61,8.287,4982252.326,81,23
173931,A_SUBMITTED,COMPLETE,2011-10-02 17:27:33.681000+00:00,0,0.0,0.0,82,10
173931,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 17:27:33.833000+00:00,1,0.152,0.152,82,7
173931,A_DECLINED,COMPLETE,2011-10-02 17:28:11.792000+00:00,2,37.959,38.111,82,5
173934,A_SUBMITTED,COMPLETE,2011-10-02 18:05:03.216000+00:00,0,0.0,0.0,83,10
173934,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 18:05:03.493000+00:00,1,0.277,0.277,83,7
173934,A_DECLINED,COMPLETE,2011-10-03 07:29:04.948000+00:00,2,48241.455,48241.732,83,5
173934,W_Afhandelen leads,COMPLETE,2011-10-03 07:29:09.034000+00:00,3,4.086,48245.818,83,18
173937,A_SUBMITTED,COMPLETE,2011-10-02 19:07:34.738000+00:00,0,0.0,0.0,84,10
173937,A_PARTLYSUBMITTED,COMPLETE,2011-10-02 19:07:34.883000+00:00,1,0.145,0.145,84,7
173937,A_PREACCEPTED,COMPLETE,2011-10-02 19:08:17.740000+00:00,2,42.857,43.002,84,8
173937,W_Completeren aanvraag,COMPLETE,2011-10-03 08:32:58.570000+00:00,3,48280.83,48323.832,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-03 16:29:18.658000+00:00,4,28580.088,76903.92,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-04 10:31:34.044000+00:00,5,64935.386,141839.306,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-04 12:04:32.846000+00:00,6,5578.802,147418.108,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-04 15:49:43.398000+00:00,7,13510.552,160928.66,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-05 07:46:04.970000+00:00,8,57381.572,218310.232,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-05 11:44:36.446000+00:00,9,14311.476,232621.708,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-05 16:30:10.338000+00:00,10,17133.892,249755.6,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-06 18:44:54.071000+00:00,11,94483.733,344239.333,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-07 07:21:28.167000+00:00,12,45394.096,389633.429,84,20
173937,W_Completeren aanvraag,COMPLETE,2011-10-07 16:52:53.844000+00:00,13,34285.677,423919.106,84,20
